category_id,category,articles
0,opinion,writer discuss attack american air base speech president trump
0,opinion,psychiatrist trouble statement  ed article link anti semitic violence mental health problem also progress public school tip hard hear
0,opinion,mean expect peace
4,business,annual gathering profession researcher present evidence talk amount warning state record long expansion
2,politics,house expect vote thursday resolution force president halt military action iran  congress authorizes
3,arts,masterpiece series base austen uncompleted final novel feature many author hallmark  skinny dipping
0,opinion,claim victory win
4,business,wealthy former mayor new york emphasize geographic inequality bid white house
4,business,online magazine delete glow story facebook question raise  ad
0,opinion,let tally result effort iran
2,politics,address white house president mislead describe nuclear deal negotiate  administration
1,world,drone militant hacker iran array stealthy effective option hostility escalate
0,opinion,charge everything shoot iran
2,politics,far president offer something hawk isolationist last
2,politics,move senate mean majority leader power  washington central drama
4,business,nobody go take say fugitive former auto mogul symbol globalism pressure
0,opinion,mullah cold calculator
0,opinion, policy proposal define democratic race time move
1,world,many iranian express support missile attack american base iraq spent restless night wait military response washington never come
0,opinion,fugitive auto executive turn beirut say flee japan avoid cook case
1,world,mr trump yet resolve  conflict instinct national security emerge speech twitter fee bellicosity disengagement
0,opinion,never late take action aim protecting planet
2,politics,intelligence foreshadow iranian attack set tense often confusing afternoon white house situation room
2,politics,mr lee lash say chide top administration official question president trump iran strategy
1,world,others try part royal family separate none succeed duke duchess sussex pull
2,politics,call wednesday night host leave lean group  presidential candidate denounce president trump role crisis even threat open conflict appear subside
3,arts,new netflix documentary series follow competitive cheerleader recent documentary luciano pavarotti air showtime
5,sports,tennessee combination power run deep pass look particularly modern  give baltimore raven taste medicine
