date,url,headline,doc_type,material_type,section,keywords
2020-01-02,https://www.nytimes.com/2020/01/02/us/harvard-latinos-diversity-debate.html,"Denying a Professor Tenure, Harvard Sparks a Debate Over Ethnic Studies",article,News,,"['Colleges and Universities', 'Tenure', 'Hispanic-Americans', 'Demonstrations, Protests and Riots', 'ADMISSIONS STANDARDS', 'AFFIRMATIVE ACTION', 'Race and Ethnicity', 'Hiring and Promotion', 'Minorities']"
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html,An Old Battle Resumes at the Supreme Court,article,Op-Ed,,"['Military Commissions Act', 'Military Tribunals', 'Habeas Corpus', 'Illegal Immigration', 'Asylum, Right of', 'Constitution (US)', 'Deportation']"
2020-01-02,https://www.nytimes.com/2020/01/02/arts/design/new-york-art-galleries.html,What to See Right Now in New York Art Galleries,article,Review,,"['Art', 'Photography']"
2020-01-02,https://www.nytimes.com/2020/01/02/style/fredericks-of-hollywood-underwear.html,Frederick’s of Hollywood Goes From Racy to ‘Real’,article,News,,"['Lingerie and Underwear', 'Fashion and Apparel', 'Women and Girls', 'ADVERTISING AND MARKETING', 'Shopping and Retail', 'your-feed-fashion']"
2020-01-02,https://www.nytimes.com/2020/01/02/books/little-women-feminism-2019-movie.html,This Is ‘Little Women’ for a New Era,article,News,,"['Books and Literature', 'Writing and Writers', 'Women and Girls', ""Women's Rights""]"
2020-01-02,https://www.nytimes.com/2020/01/02/travel/what-to-do-36-hours-in-santo-domingo-dominican-republic.html,36 Hours in Santo Domingo,article,News,,['Travel and Vacations']
2020-01-02,https://www.nytimes.com/2020/01/02/nyregion/hotel-union-nyc-airbnb.html,This Union Defeated Airbnb. Now It’s Taking Aim at a New Target.,article,News,,"['Hotels and Travel Lodgings', 'Organized Labor', 'Campaign Finance', 'Lobbying and Lobbyists', 'Endorsements']"
2020-01-02,https://www.nytimes.com/2020/01/02/style/facebook-group-shopping.html,How to Make Friends Online the Old-Fashioned Way (Buying Clothes Together),article,News,,"['Fashion and Apparel', 'Social Media', 'Dresses', 'Computers and the Internet', 'Women and Girls', 'Shopping and Retail', 'your-feed-fashion']"
2020-01-02,https://www.nytimes.com/2020/01/02/movies/martin-scorsese-irishman.html,Martin Scorsese Is Letting Go,article,News,,['Movies']
2020-01-02,https://www.nytimes.com/2020/01/02/style/scaffolding-new-york-city.html,"Our Lives, Under Construction",article,News,,"['Historic Buildings and Sites', 'ARCHITECTURE', 'Building (Construction)']"
2020-01-02,https://www.nytimes.com/2020/01/02/health/christian-health-care-insurance.html,"It Looks Like Health Insurance, but It’s Not. ‘Just Trust God,’ Buyers Are Told.",article,News,,"['Health Insurance and Managed Care', 'Christians and Christianity', 'Nonprofit Organizations', 'Religion-State Relations', 'Regulation and Deregulation of Industry', 'Patient Protection and Affordable Care Act (2010)', 'United States Politics and Government', 'your-feed-healthcare']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/politics/andrew-yang-fundraising.html,"Andrew Yang Raised $16.5 Million in the Last 3 Months, His Campaign Says",article,News,,"['Presidential Election of 2020', 'Campaign Finance']"
2020-01-02,https://www.nytimes.com/2020/01/02/nyregion/nyc-top-stories.html,7 of Our Top Stories From 2019,article,briefing,,"['Delivery Services', 'Immigration and Emigration', 'Flea Markets', 'Holocaust and the Nazi Era', 'Homeless Persons']"
2020-01-02,https://www.nytimes.com/2020/01/02/briefing/baghdad-indonesia-australia.html,"Baghdad, Indonesia, Australia: Your Thursday Briefing",article,briefing,,[]
2020-01-02,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-france-extradite.html,Turkey Questions Pilots About Carlos Ghosn’s Escape From Japan,article,News,,"['Fugitives', 'Extradition']"
2020-01-02,https://www.nytimes.com/2020/01/02/podcasts/the-daily/trump-new-york-times.html,The President and the Publisher,article,News,,"['Freedom of the Press', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/politics/bernie-sanders-q4-campaign-fundraising.html,"Bernie Sanders Raised $34.5 Million in the Fourth Quarter, Pacing the Field",article,News,,"['Campaign Finance', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/business/bullitt-mustang-auction.html,Mustang From Famed ‘Bullitt’ Car Chase Heads to Auction,article,News,,"['Automobiles', 'Antique and Classic Cars', 'Auctions']"
2020-01-02,https://www.nytimes.com/2020/01/02/world/europe/erdogan-turkey-libya.html,"Turkey, Flexing Its Muscles, Will Send Troops to Libya",article,News,,"['Politics and Government', 'Defense and Military Forces', 'Oil (Petroleum) and Gasoline']"
2020-01-02,https://www.nytimes.com/2020/01/02/business/dealbook/carlos-ghosn-japan-lebanon.html,How Did Carlos Ghosn Flee Japan?,article,News,,[]
2020-01-02,https://www.nytimes.com/2020/01/02/movies/ghost-stories-review.html,‘Ghost Stories’ Review: Bollywood Aims for Frights,article,Review,,['Movies']
2020-01-02,https://www.nytimes.com/2020/01/02/movies/advocate-review.html,‘Advocate’ Review: Defending More Than Just Her Clients,article,Review,,"['Documentary Films and Programs', 'Palestinians', 'Crime and Criminals', 'Legal Profession']"
2020-01-02,https://www.nytimes.com/2020/01/02/arts/television/50-shows-to-watch.html,The 50 TV Shows You Need to Watch This Winter,article,News,,['Television']
2020-01-02,https://www.nytimes.com/2020/01/02/sports/carmelo-anthony-knicks-trailblazers.html,"Carmelo Anthony Scores, and Loses, at the Garden. Sound Familiar?",article,News,,['Basketball']
2020-01-02,https://www.nytimes.com/2020/01/02/style/italian-vogue-sustainability-illustrated.html,Italian Vogue Won’t Publish Photos This Month,article,News,,"['Fashion and Apparel', 'Magazines', 'your-feed-fashion']"
2020-01-02,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-new-york-city.html,On the Market in New York City,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
2020-01-02,https://www.nytimes.com/slideshow/2020/01/02/realestate/on-the-market-in-the-new-york-region.html,On the Market in the New York Region,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
2020-01-02,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-brooklyn-manhattan-and-queens.html,"Homes for Sale in Brooklyn, Manhattan and Queens",article,News,,['Real Estate and Housing (Residential)']
2020-01-02,https://www.nytimes.com/2020/01/02/realestate/homes-for-sale-in-new-york-and-connecticut.html,Homes for Sale in New York and Connecticut,article,News,,['Real Estate and Housing (Residential)']
2020-01-02,https://www.nytimes.com/2020/01/02/us/politics/julian-castro-dropping-out.html,Julián Castro Ends Presidential Run: ‘It Simply Isn’t Our Time’,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/realestate/wheres-the-best-place-to-buy-a-winter-vacation-rental.html,Where’s the Best Place to Buy a Winter Vacation Rental?,article,News,,['Renting and Leasing (Real Estate)']
2020-01-02,https://www.nytimes.com/2020/01/02/world/australia/fires.html,‘It’s Going to Be a Blast Furnace’: Australia Fires Intensify,article,News,,"['Wildfires', 'Evacuations and Evacuees', 'Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/theater/west-side-story-confidential.html,‘West Side Story’: How We Covered the Classic N.Y.C. Musical,article,News,,['Theater']
2020-01-02,https://www.nytimes.com/2020/01/02/movies/oscars-2020-critics.html,Will the Oscars Get as Nostalgic as Hollywood Did in 2019?,article,News,,"['Movies', 'Academy Awards (Oscars)', 'Women and Girls']"
2020-01-02,https://www.nytimes.com/2020/01/02/movies/waves-queen-and-slim.html,You Will Soon Know These Names: Taylor Russell and Jodie Turner-Smith,article,News,,"['Movies', 'ACTORS AND ACTRESSES', 'Academy Awards (Oscars)']"
2020-01-02,https://www.nytimes.com/2020/01/02/movies/joaquin-phoenix-face.html,Joaquin Phoenix: His Talent Is His Face,article,News,,"['Movies', 'Academy Awards (Oscars)']"
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/joe-biden-2020-republicans.html,Biden Is Smart to Talk About a Republican V.P.,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020', 'Voting and Voters', 'Polls and Public Opinion', 'Vice Presidents and Vice Presidency (US)']"
2020-01-02,https://www.nytimes.com/2020/01/02/arts/design/Charles-Ray-Bertoldo-de-Giovanni-bronzes.html,"In the Swim of Digital Images, There’s Nothing Boring About Sculpture",article,Review,,"['Art', 'Sculpture']"
2020-01-02,https://www.nytimes.com/2020/01/02/world/middleeast/netanyahu-indictment-court.html,Israeli Supreme Court Removes an Obstacle for Netanyahu,article,News,,"['Politics and Government', 'Courts and the Judiciary', 'Legislatures and Parliaments', 'Immunity from Prosecution']"
2020-01-02,https://www.nytimes.com/2020/01/02/sports/hockey/nhl-takeaways-december.html,N.H.L. Takeaways at the Season’s Midpoint,article,News,,"['Hockey, Ice']"
2020-01-02,https://www.nytimes.com/2020/01/02/arts/television/new-to-stream-netflix.html,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January",article,News,,['Television']
2020-01-02,https://www.nytimes.com/2020/01/02/theater/death-of-a-salesman-review-wendell-pierce.html,Review: Arthur Miller’s Dying ‘Salesman’ Is Reborn in London,article,Review,,['Theater']
2020-01-02,https://www.nytimes.com/interactive/2019/travel/sustainable-travel-guide.html,Be a More Sustainable Traveler,multimedia,Interactive Feature,,"['Travel and Vacations', 'Eco-Tourism']"
2020-01-02,https://www.nytimes.com/2020/01/02/t-magazine/ogata-paris.html,"The Best of Japanese Dining and Design, Under One Parisian Roof",article,News,,"['Japanese Food (Cuisine)', 'Restaurants', 'Tea', 'ARCHITECTURE', 'Interior Design and Furnishings']"
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/letters/alcoholics-anonymous-women.html,"Compassion, Not Patriarchy, at A.A. Meetings",article,Letter,,"['Alcohol Abuse', 'Women and Girls']"
2020-01-02,https://www.nytimes.com/2020/01/02/technology/oyo-softbank-india.html,At SoftBank’s Jewel in India: ‘Toxic’ Culture and Troubling Incidents,article,News,,"['Budget Travel', 'Hotels and Travel Lodgings', 'Venture Capital', 'Corporate Social Responsibility']"
2020-01-02,https://www.nytimes.com/2020/01/02/books/review/9-new-books-we-recommend-this-week.html,9 New Books We Recommend This Week,article,List,,['Books and Literature']
2020-01-02,https://www.nytimes.com/2020/01/02/magazine/afghan-war-casualty-report-january-2020.html,Afghan War Casualty Report: January 2020,article,News,,['Civilian Casualties']
2020-01-02,https://www.nytimes.com/2020/01/02/movies/taron-egerton-rocketman-oscars.html,Taron Egerton Tries to Keep ‘Rocketman’ Performance in Orbit,article,News,,"['Movies', 'ACTORS AND ACTRESSES', 'Academy Awards (Oscars)']"
2020-01-02,https://www.nytimes.com/2020/01/02/business/media/richard-plepler-apple.html,Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight,article,News,,"['Television', 'Movies', 'Appointments and Executive Changes']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/tumbleweeds-washington-state.html,"Storm of Tumbleweeds Buries Cars, Terrifies Drivers and Astounds Police",article,News,,"['Invasive Species', 'Roads and Traffic']"
2020-01-02,https://www.nytimes.com/slideshow/2020/01/02/dining/yafa-cafe-brooklyn.html,A Cafe Navigating Two Worlds,multimedia,Slideshow,,"['Yemeni-Americans', 'Restaurants']"
2020-01-02,https://www.nytimes.com/2020/01/02/dining/yafa-cafe-review-sunset-park.html,Where Avocado Toast Shares a Menu With Yemeni Favorites,article,Review,,"['Yemeni-Americans', 'Restaurants']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/politics/joe-biden-fundraising.html,Joe Biden Says He Raised $22.7 Million in the Fourth Quarter,article,News,,"['Campaign Finance', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/style/modern-love-podcast-judd-apatow.html,"Modern Love Podcast: Judd Apatow Reads ‘At the Hospital, an Interlude of Clarity’",article,News,,"['Love (Emotion)', 'Podcasts', 'Television', 'Modern Love (Times Column)']"
2020-01-02,https://www.nytimes.com/2020/01/02/health/flavor-ban-e-cigarettes.html,"With Partial Flavor Ban, Trump Splits the Difference on Vaping",article,News,,"['E-Cigarettes', 'Recalls and Bans of Products', 'Teenagers and Adolescence', 'Smoking and Tobacco', 'Menthol', 'Lobbying and Lobbyists', 'Regulation and Deregulation of Industry', 'United States Politics and Government', 'your-feed-healthcare']"
2020-01-02,https://www.nytimes.com/2020/01/02/business/carlos-ghosn-movie.html,"Carlos Ghosn Flirted With Hollywood, Then Delivered a Plot Twist",article,News,,"['Automobiles', 'Fugitives', 'Securities and Commodities Violations']"
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/letters/biden-trump-impeachment.html,"Joe Biden, Demand That You Testify",article,Letter,,"['United States Politics and Government', 'Impeachment']"
2020-01-02,https://www.nytimes.com/2020/01/02/briefing/australia-fires-oyo-martin-scorsese.html,"Australia Fires, Oyo, Martin Scorsese: Your Friday Briefing",article,briefing,,[]
2020-01-02,https://www.nytimes.com/2020/01/02/business/gut-feelings-are-driving-the-markets.html,‘Gut Feelings’ Are Driving the Markets,article,News,,"['Stocks and Bonds', 'United States Economy', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/movies/women-directors-hollywood.html,"More Women Than Ever Are Directing Major Films, Study Says",article,News,,"['Movies', 'Women and Girls']"
2020-01-02,https://www.nytimes.com/2020/01/02/world/europe/keir-starmer-labour-leader.html,A ‘Sir’ With Blue-Collar Roots: Britain’s Labour Race Has an Unlikely Leader,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/world/middleeast/iraq-embassy-attack.html,"After Embassy Attack, U.S. Is Prepared to Pre-emptively Strike Militias in Iraq",article,News,,"['United States Defense and Military Forces', 'Diplomatic Service, Embassies and Consulates']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/christianity-today-mark-galli-evangelicals.html,Christianity Today Editor Laments ‘Ethical Naïveté’ of Trump Backers,article,News,,"['Christians and Christianity', 'Evangelical Movement', 'United States Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/arts/design/artforum-lawsuit-knight-landesman.html,"Suit Against Artforum Can Proceed, but Not Claims Naming Publisher",article,News,,"['Art', 'Magazines', 'Decisions and Verdicts', 'Sexual Harassment', '#MeToo Movement', 'Suits and Litigation (Civil)']"
2020-01-02,https://www.nytimes.com/2020/01/02/sports/baseball/domingo-german-suspension.html,Yankees’ Domingo German Suspended 81 Games for Domestic Violence,article,News,,"['Baseball', 'Domestic Violence']"
2020-01-02,https://www.nytimes.com/2020/01/02/world/asia/india-protests-police-muslims.html,"As India Violence Gets Worse, Police Are Accused of Abusing Muslims",article,News,,"['Muslims and Islam', 'Discrimination', 'Police Brutality, Misconduct and Shootings', 'Demonstrations, Protests and Riots', 'Citizenship and Naturalization', 'Hinduism', 'Politics and Government']"
2020-01-02,https://www.nytimes.com/2020/01/02/us/texas-infant-life-support.html,Texas Judge Rules That Hospital Can Take Baby Off Life Support,article,News,,"['Life-Sustaining Support Systems, Withdrawal Of', 'Hospitals', 'Decisions and Verdicts']"
2020-01-02,https://www.nytimes.com/2020/01/02/learning/whats-going-on-in-this-graph-internet-privacy-policies.html,What’s Going On in This Graph? | Internet Privacy Policies,article,News,,[]
