,date,url,headline,articles,doc_type,material_type,section,keywords
83,2021-05-02,https://www.nytimes.com/2021/05/01/at-home/mothers-day-card-newspaper.html,Make a Card That Blooms,"A card decorated with pop-up flowers can serve as a perfect spring greeting. (Just in case you forgot, Mother’s Day is around the corner.)",article,News,,"['Quarantine (Life and Culture)', 'Flowers and Plants', ""Mother's Day"", 'Greeting Cards', 'Content Type: Service', 'Handicrafts']"
84,2021-05-02,https://www.nytimes.com/2021/05/02/science/spacex-nasa-landing.html,SpaceX Makes First Nighttime Splashdown With Astronauts Since 1968,"Crew-1, which launched to the space station in November, left the space station in the capsule called Resilience.",article,News,,"['Private Spaceflight', 'Rocket Science and Propulsion', 'International Space Station', 'Space and Astronomy']"
85,2021-05-02,https://www.nytimes.com/2021/05/02/todayspaper/quotation-of-the-day-9-years-after-tragedy-a-search-for-remembrance.html,"Quotation of the Day: 9 Years After Tragedy, a Search for Remembrance","Quotation of the Day for Sunday, May 2, 2021.",article,Quote,,[]
86,2021-05-02,https://www.nytimes.com/2021/05/02/pageoneplus/editors-note-may-2-2021.html,"Editors’ Note: May 2, 2021","A note and corrections that appeared in print on Sunday, May 2, 2021.",article,News,,[]
87,2021-05-02,https://www.nytimes.com/2021/05/02/nyregion/metropolitan-diary.html,"‘Once Aboard, We Noticed Some Groups of People Sticking Together’","A ride on the Circle Line, picking out produce and more reader tales of New York City in this week’s Metropolitan Diary.",article,News,,[]
88,2021-05-02,https://www.nytimes.com/2021/05/02/business/vitaly-borker-online-retail.html,Has Online Retail’s Biggest Bully Returned?,Outraged customers of Eyeglassesdepot sound like the victims of a man who’s already spent years in prison for terrorizing consumers.,article,News,,"['E-Commerce', 'Counterfeit Merchandise', 'Consumer Reviews', 'Frauds and Swindling', 'Threats and Threatening Messages']"
89,2021-05-02,https://www.nytimes.com/2021/05/02/world/americas/mexico-city-vaccinations.html,"Lucha Libre, Yoga, Dancing: Welcome to Mexico City’s Vaccination Sites","To calm Mexico City’s elderly, who were arriving “really scared” at vaccination sites, officials cued up the bands and masked wrestlers.",article,News,,"['Vaccination and Immunization', 'Quarantine (Life and Culture)', 'Coronavirus (2019-nCoV)', 'Wrestling', 'Dancing', 'Elderly', 'Yoga']"
90,2021-05-02,https://www.nytimes.com/2021/05/02/us/wisconsin-green-bay-shooting-casino.html,Gunman Kills 2 at Wisconsin Casino,Police said officers killed the assailant in the shooting outside a casino and hotel complex in Green Bay.,article,News,,"['Murders, Attempted Murders and Homicides']"
91,2021-05-02,https://www.nytimes.com/2021/05/02/books/review/the-great-circle-maggie-shipstead.html,An Ambitious Novel Takes Flight,"In “Great Circle,” Maggie Shipstead crosses centuries and time zones to deliver an epic story of women whose lives are up in the air.",article,Review,,['Books and Literature']
92,2021-05-02,https://www.nytimes.com/2021/05/02/insider/sunday-newspapers.html,When The Times Didn’t Print on Sundays,The breakout of the Civil War created a huge demand for news and allowed The Times to vault over a taboo and put out a daily paper on Sundays.,article,News,,"['Newspapers', 'Civil War (US) (1861-65)']"
93,2021-05-02,https://www.nytimes.com/2021/05/02/us/politics/indian-health-service-new-mexico.html,Indian Health Service Settles Dispute Over Care in New Mexico,"The federal agency agreed to postpone for a year its proposal to cut service at a hospital serving 9,100 tribal citizens.",article,News,,"['Native Americans', 'Coronavirus (2019-nCoV)', 'Hospitals', 'United States Politics and Government']"
94,2021-05-02,https://www.nytimes.com/2021/05/02/realestate/home-sales-750000-dollars.html,"Homes That Sold for Around $750,000",Recent residential sales in New York City and the region.,article,News,,['Real Estate and Housing (Residential)']
95,2021-05-02,https://www.nytimes.com/2021/05/02/business/mercedes-eqs-electric-vehicles.html,Mercedes EQS Electric Sedan: The S Stands for Stunning,"The automaker should be able to win back some customers who drifted to Tesla, and hold onto the Tesla-curious.",article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Luxury Goods and Services']"
96,2021-05-02,https://www.nytimes.com/2021/05/02/us/politics/kristi-noem-south-dakota-republicans.html,Why Kristi Noem Is Rising Quickly as a Republican Prospect for 2024,"Ms. Noem, the governor of South Dakota, has defied coronavirus restrictions and eagerly projects a rugged Great Plainswoman image. Her moves have stirred both support and conflict in the G.O.P.",article,News,,"['Presidential Election of 2024', 'Conservatism (US Politics)']"
97,2021-05-02,https://www.nytimes.com/2021/05/02/sports/brown-baseball-season-lost.html,"Denied a Season, Some Ivy League Athletes Craft a Baseball Gap Year","The Ivy League, unlike most Division I conferences, decided against spring sports. That has led some athletes, like baseball players at Brown, to find outside ways to train.",article,News,,"['Baseball (College)', 'NCAA Baseball Championships', 'Colleges and Universities', 'Baseball', 'College Athletics']"
98,2021-05-02,https://www.nytimes.com/2021/05/02/world/middleeast/clubhouse-iran-egypt-mideast.html,Clubhouse App Creates Space for Open Talk in Middle East,"The social networking app is booming in authoritarian countries, where users are speaking freely about otherwise taboo topics.",article,News,,"['Social Media', 'Surveillance of Citizens by Government', 'Mobile Applications', 'Computers and the Internet']"
99,2021-05-02,https://www.nytimes.com/2021/05/02/world/asia/olympics-volunteers-coronavirus.html,"How Can the Olympics Protect 78,000 Volunteers From the Coronavirus?","They are being offered little more than a couple of masks, some hand sanitizer and social-distancing guidance that may be hard to abide by.",article,News,,"['Olympic Games (2020)', 'Volunteers and Community Service', 'Coronavirus (2019-nCoV)', 'Athletics and Sports']"
100,2021-05-02,https://www.nytimes.com/2021/05/02/world/asia/india-west-bengal-elections-modi.html,"Modi’s Party Loses a Key Election, Held Under the Cloud of Covid",The prime minister’s party lost big in West Bengal amid criticism that his mishandling of the pandemic had fueled a catastrophic surge of cases in India.,article,News,,['Coronavirus (2019-nCoV)']
101,2021-05-02,https://www.nytimes.com/2021/05/02/technology/apple-epic-lawsuit-app-fees.html,Apple and Epic Head to Court Over Their Slices of the App Pie,"Apple and Epic Games, maker of the wildly popular game Fortnite, square off on Monday in a trial that could decide how much control Apple can exert over the app economy.",article,News,,"['Mobile Applications', 'Computer and Video Games', 'Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Smartphones', 'E-Commerce']"
102,2021-05-02,https://www.nytimes.com/2021/05/02/briefing/india-voting-rights-kentucky-derby.html,"India, Voting Rights, Kentucky Derby: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.,article,briefing,,[]
103,2021-05-02,https://www.nytimes.com/2021/05/02/business/the-week-in-business-biden-family-leave.html,The Week in Business: A Plan for Paid Family Leave,"Biden announced an ambitious — and expensive — plan to fund paid family leave, child care and higher education.",article,News,,"['United States Economy', 'American Families Plan (2021)', 'Stimulus (Economic)', 'United States Politics and Government', 'Mobile Applications', 'Antitrust Laws and Competition Issues', 'Travel and Vacations']"
104,2021-05-02,https://www.nytimes.com/2021/05/02/arts/television/donkey-hodie-mister-rogers-pbs-kids.html,‘Donkey Hodie’ Adds a Fresh Face to Fred Rogers’s World. And a Mohawk.,The new PBS Kids series follows the spunky young granddaughter of a character from “Mister Rogers’ Neighborhood” as she learns important lessons about facing life’s challenges.,article,News,,"['Television', 'Puppets', 'Children and Childhood']"
105,2021-05-02,https://www.nytimes.com/2021/05/02/learning/whats-going-on-in-this-picture-may-3-2021.html,"What’s Going On in This Picture? | May 3, 2021","Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",article,News,,[]
106,2021-05-02,https://www.nytimes.com/2021/05/02/podcasts/the-daily/classics-greece-rome-whiteness.html,The Sunday Read: ‘He Wants to Save Classics From Whiteness. Can the Field Survive?’,Dan-el Padilla Peralta thinks classicists should knock ancient Greece and Rome off their pedestal — even if that means destroying their discipline.,article,News,,"['Education', 'Race and Ethnicity', 'Discrimination', 'Colleges and Universities']"
107,2021-05-02,https://www.nytimes.com/2021/05/02/world/the-chief-medical-officer-at-a-mumbai-hospital-honored-for-her-work-to-fight-covid-died-with-the-disease.html,"The chief medical officer at a Mumbai hospital, honored for her work to fight Covid, died with the disease.",,article,News,,['internal-essential']
108,2021-05-02,https://www.nytimes.com/2021/05/02/world/alaska-fairbanks-virus-hospital.html,"The virus is surging in Alaska’s interior, straining a Fairbanks hospital.","New cases have more than doubled in the past two weeks in the borough that includes the city, and the positivity rate had soared to about 10 percent.",article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Hospitals']"
109,2021-05-02,https://www.nytimes.com/2021/05/02/world/europe/egyptian-mummy-pregnant-warsaw.html,"In a First, Researchers Discover a Pregnant Egyptian Mummy","“It’s like finding a treasure trove while you are picking up mushrooms in a forest,” an archaeologist said. “We are overwhelmed with this discovery.”",article,News,,"['Mummies and Mummification', 'Egyptian Civilization', 'Archaeology and Anthropology', 'Research', 'Pregnancy and Childbirth', 'Women and Girls']"
110,2021-05-02,https://www.nytimes.com/2021/05/02/dining/what-to-cook-this-week.html,What to Cook This Week,"Don’t wait: Make Eric Kim’s sheet-pan bibimbap or kimchi jjiigae with ribs, which he adapted from his mother, Jean, soonest.",article,News,,"['Quarantine (Life and Culture)', 'Cooking and Cookbooks', 'Content Type: Service']"
111,2021-05-02,https://www.nytimes.com/2021/05/02/us/miami-centner-academy-coronavirus-vaccine.html,How a Miami School Became a Beacon for Anti-Vaxxers,Centner Academy barred teachers newly vaccinated against the coronavirus from being near students. Some parents threatened to withdraw their children. Others clamored to enroll.,article,News,,"['Education (K-12)', 'Private and Sectarian Schools', 'Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Teachers and School Employees', 'Rumors and Misinformation']"
112,2021-05-02,https://www.nytimes.com/2021/05/02/opinion/letters/libraries-funding.html,Federal Money for Public Libraries,New York City library presidents call for federal assistance. Also: Scott Rudin's abusive behavior; ageism; goodbye to skinny jeans.,article,Letter,,"['Libraries and Librarians', 'Infrastructure (Public Works)', 'Discrimination', 'Elderly', 'Jeans (Apparel)']"
113,2021-05-02,https://www.nytimes.com/2021/05/02/opinion/joe-biden-100-days.html,What Kind of Fear Is Stopping Joe Biden?,"A politics driven by threats from angry voters, domestic uprisings and foreign states will not break the American impasse.",article,Op-Ed,,"['United States Politics and Government', 'American Jobs Plan (2021)', 'American Rescue Plan (2021)', 'Presidents and Presidency (US)', 'Federal Taxes (US)', ""New Deal (1930's)"", 'American Families Plan (2021)']"
114,2021-05-02,https://www.nytimes.com/2021/05/02/opinion/howard-university-classics-department.html,There’s No Classics ‘Catastrophe’ at Howard University,"Our students will still be studying Plato and Aristotle, but we can't afford a whole department.",article,Op-Ed,,"['Colleges and Universities', 'Black People', 'Blacks', 'Historically Black Colleges and Universities', 'Endowments', 'Humanities']"
115,2021-05-02,https://www.nytimes.com/2021/05/02/books/fred-jordan-dead.html,"Fred Jordan, Publisher of Taboo-Breaking Books, Dies at 95","At Grove Press, he and Barney Rosset challenged censors as they popularized D.H. Lawrence, Henry Miller, William S. Burroughs, Allen Ginsberg and others.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Book Trade and Publishing', 'Books and Literature', 'Censorship', 'Freedom of Speech and Expression']"
