,date,url,headline,articles,doc_type,material_type,section,keywords,label
121,2021-05-02,business,Biden’s Proposals Aim to Give Sturdier Support to the Middle Class,message private sector alone provide security comfort vast majority american,article,News,,"['United States Economy', 'Labor and Jobs', 'Wages and Salaries', 'American Jobs Plan (2021)', 'American Families Plan (2021)', 'Social Conditions and Trends', 'Child Care', 'United States Politics and Government', 'Paid Time Off', 'Economics (Theory and Philosophy)', 'Discrimination']",business
122,2021-05-02,sports,"Pete Lammons, Who Helped the Jets Win ’69 Super Bowl, Dies at 77",football career breed racehorse compete professional fishing tournament die fall boat east texas,article,Obituary (Obit),,"['Football', 'Deaths (Obituaries)']",sports
123,2021-05-02,theater,"With Her Final Album, Rebecca Luker Bids a Fond Farewell",much love broadway soprano die december miracle sleeve,article,News,,"['Theater', 'Music', 'Women and Girls']",theater
124,2021-05-02,sports,Boxer Charged in Killing of Pregnant Woman Found in Puerto Rican Lagoon,félix verdejo sánchez compete olympic game surrender body keishla rodríguez ortiz find san juan authority say,article,News,,"['Murders, Attempted Murders and Homicides', 'Olympic Games (2012)', 'Boxing']",sports
125,2021-05-02,arts,Maskless and Sweaty: Clubbing Returns to Britain for a Weekend,liverpool people dance together warehouse party part scientific trial social distancing safely end,article,News,,"['Dancing', 'Coronavirus Reopenings', 'Raves (Parties)']",arts
126,2021-05-02,business,‘We’re Suffering’: How Remote Work Is Killing Manhattan’s Storefronts,landlord cut small retailer break rent pandemic store still struggle office worker tourist return,article,News,,"['Telecommuting', 'Renting and Leasing (Real Estate)', 'Real Estate (Commercial)', 'Shutdowns (Institutional)', 'Landlords', 'Shopping and Retail', 'Quarantine (Life and Culture)', 'Restaurants', 'Small Business', 'Coronavirus (2019-nCoV)']",business
127,2021-05-02,politics,"In South Texas, Hispanic Republicans Try to Cement the Party’s Gains",conservative hispanic leader especially woman ascendant rio grande valley republican try forge lasting bond voter swing sharply right,article,News,,"['Hispanic-Americans', 'Presidential Election of 2020', 'United States Politics and Government', 'Race and Ethnicity', 'Women and Girls', 'Elections, House of Representatives', 'Conservatism (US Politics)']",politics
128,2021-05-02,briefing,Your Monday Briefing,political setback prime minister narendra modi,article,briefing,,"['Coronavirus (2019-nCoV)', 'Afghanistan War (2001- )', 'Kimchi (South Korean Food)', 'Korean Food (Cuisine)', 'United States Defense and Military Forces']",briefing
129,2021-05-02,politics,Mitt Romney Is Booed by Members of His Own Party,mr romney utah republican outspoken critic former president donald j trump boo heckle address utah republican state convention saturday,article,News,,['United States Politics and Government'],politics
130,2021-05-02,arts,"Amid Signs of Trouble, Can MOCA Find Its Footing?",year bumpy los angeles museum covid question diversity leadership reorganization director klaus biesenbach say day chance improve,article,News,,"['Museums', 'Art', 'Content Type: Personal Profile']",arts
131,2021-05-02,us,3 Die After Human-Smuggling Boat Hits Reef Near San Diego,dozen others rescue take hospital foot craft splinter rough sea san diego fire rescue department say,article,News,,"['Maritime Accidents and Safety', 'Rescues', 'Illegal Immigration', 'Deaths (Fatalities)', 'Smuggling']",us
132,2021-05-02,sports,Some Dramatic Quarterback Successions Start at the N.F.L. Draft,draft last week reveal anything tactful way replace healthy starting quarterback,article,News,,"['Football', 'Draft and Recruitment (Sports)']",sports
133,2021-05-02,politics,"How the A.T.F., Key to Biden’s Gun Plan, Became an N.R.A. ‘Whipping Boy’",federal agency task enforce gun law hamstring year firearm lobby president plan rein gun violence hinge f success,article,News,,"['Gun Control', 'Firearms', 'Mass Shootings', 'United States Politics and Government', 'Archives and Records', 'Lobbying and Lobbyists']",politics
134,2021-05-02,business,Verizon Near Deal to Sell Yahoo and AOL,make deal private equity firm apollo verizon acknowledge compete google facebook digital ad instead concentrate build network,article,News,,"['Computers and the Internet', '5G (Wireless Communications)', 'Online Advertising', 'Wireless Communications', 'Search Engines', 'Mergers, Acquisitions and Divestitures']",business
135,2021-05-02,crosswords,Means of Defense,ross trudeau bring back childhood memory,article,News,,['Crossword Puzzles'],crosswords
136,2021-05-02,sports,"In Anti-Ownership Protests, United Fans Rediscover Their Own Power",protest manchester united fan demand glazer family sell club force postponement match stadium storm,article,News,,"['Soccer', 'Demonstrations, Protests and Riots']",sports
137,2021-05-02,opinion,Is America a Racist Country?,answer yes radical statement,article,Op-Ed,,"['Race and Ethnicity', 'Whites', 'Black People', 'Blacks', 'United States Politics and Government', 'Discrimination', 'Slavery (Historical)']",opinion
138,2021-05-02,us,"As Body Cameras Become Commonplace, a Debate Over When to Release the Footage",question timing become unsettled new frontier policymaking use police body camera rule rather exception,article,News,,"['George Floyd Protests (2020)', 'Police Brutality, Misconduct and Shootings', 'Cameras', 'Video Recordings, Downloads and Streaming', 'Black People', 'Blacks']",us
139,2021-05-03,business,"Help, We Can’t Stop Writing About Andrew Yang",outsider bring provocative idea good vibe empty vessel really make new york shark infested medium water,article,News,,"['Elections, Mayors', 'Presidential Election of 2020', 'Politics and Government', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']",business
140,2021-05-03,us,"For Democrats, Another Bad Election Night in Texas",republican qualify runoff fill vacant house seat northern texas foil democrat hope breakthrough,article,News,,"['Elections, House of Representatives']",us
141,2021-05-03,us,"No Corrections: May 3, 2021",correction appear print monday,article,News,,[],us
142,2021-05-03,todayspaper,Quotation of the Day: Astronauts Splash Down in the Dark,quotation day monday,article,Quote,,[],todayspaper
143,2021-05-03,world,India’s outbreak is a danger to the world. Here’s why.,uncontrolled outbreak country threaten prolong pandemic globally even nation report progress rise vaccination,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)']",world
144,2021-05-03,learning,Word of the Day: zealous,word appear article nytimes com past year use sentence,article,News,,[],learning
145,2021-05-03,briefing,Your Monday Briefing,russia problematic vaccine diplomacy,article,briefing,,[],briefing
146,2021-05-03,sports,An Olympic Dream Dashed by a Nasal Swab,qualify game achievement lifetime coronavirus era opportunity vanish warn,article,News,,"['Coronavirus (2019-nCoV)', 'Olympic Games (2020)', 'Vaccination and Immunization', 'Tests (Medical)']",sports
147,2021-05-03,sports,Johnny Bench Misses His Hall of Fame Friends,bench know play play hall famers die past year sit numb remember remember remember say,article,News,,['Baseball'],sports
148,2021-05-03,arts,What’s on TV This Week: ‘Amy Tan — Unintended Memoir’ and ‘Vax Live’,pb american master air new documentary author amy tan jennifer lopez foo fighter perform benefit concert,article,News,,"['Television', 'Movies']",arts
149,2021-05-03,business,Why Biden’s Plan to Raise Taxes for Rich Investors Isn’t Hurting Stocks,investor care economic data corporate profit increase capital gain tax usually way,article,News,,"['United States Economy', 'Capital Gains Tax', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'American Jobs Plan (2021)', 'United States Politics and Government']",business
150,2021-05-03,health,"Reaching ‘Herd Immunity’ Is Unlikely in the U.S., Experts Now Believe",widely circulate coronavirus variant persistent hesitancy vaccine keep goal reach virus stay vaccinate vulnerable enough restore normalcy,article,News,,"['your-feed-science', 'Disease Rates', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Vaccination and Immunization']",health
151,2021-05-03,nyregion,Sexual Harassment Allegations Roil N.Y.C. Mayor’s Race: 5 Takeaways,scott stringer city comptroller face criticism aggressive defense accusation former campaign worker,article,News,,"['Elections, Mayors', 'Campaign Finance', 'Sexual Harassment', '#MeToo Movement', 'Politics and Government', 'Primaries and Caucuses']",nyregion
152,2021-05-03,world,"Social Media as ‘Godsend’: In India, Cries for Help Get Results",covid crisis push health care system breaking point online grass root network spring get aid people need,article,News,,"['Coronavirus (2019-nCoV)', 'Social Media', 'Volunteers and Community Service']",world
153,2021-05-03,world,Australia Tells Its Citizens in India Amid Covid Crisis: Don’t Come Home,critic condemn move temporarily bar australian include child unnecessarily harsh violation citizenship principle cultural double standard official say policy necessary,article,News,,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Travel Warnings', 'Fines (Penalties)', 'Disease Rates']",world
155,2021-05-03,learning,What Seemingly Mundane Feats Have You Accomplished?,ever complete project devise enjoyment one take dedication skill get experience,article,News,,[],learning
156,2021-05-03,books,"When You Roast Your Friends in a Book, and One’s Your Landlord",high ground novel anke stelling feature mother rail german bourgeois norm,article,Review,,['Books and Literature'],books
157,2021-05-03,style,Women Who Said No to Motherhood,photographer berlin capture life consciously child free,article,News,,"['Women and Girls', 'Content Type: Personal Profile', 'Social Conditions and Trends', 'Photography', 'Parenting']",style
158,2021-05-03,opinion,Mother’s Day Can Be Painful. It Can Also Reconnect Us to the World.,mother day time contemplate way connect joy sorrow time specie,article,News,,"[""Mother's Day"", 'ANIMALS', 'Grief (Emotion)', 'Parenting']",opinion
159,2021-05-03,well,Earlier Diabetes Onset Could Raise Dementia Risk,young age diagnosis type diabetes high risk alzheimer disease form dementia year later,article,News,,"['Diabetes', ""Alzheimer's Disease"", 'Dementia', 'Obesity', 'Children and Childhood', 'Weight']",well
160,2021-05-03,politics,"Justice Clarence Thomas, Long Silent, Has Turned Talkative",supreme court orderly telephone argument prompt pandemic give public revealing look long serving member,article,News,,['Content Type: Personal Profile'],politics
161,2021-05-03,insider,Recalling the First Guantánamo Detainees,united state prepare withdraw force afghanistan time reporter cover naval base cuba reflect original prisoner,article,News,,"['Detainees', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'September 11 (2001)', 'Terrorism', 'World Trade Center (Manhattan, NY)', 'United States Politics and Government', 'Torture', 'Pentagon Building', 'Coronavirus (2019-nCoV)']",insider
162,2021-05-03,opinion,Can Pete Buttigieg Deliver Joe Manchin?,biden infrastructure plan depend,article,Op-Ed,,"['Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'United States Politics and Government', 'Law and Legislation', 'Global Warming']",opinion
163,2021-05-03,business,Wanted in France: Thousands of Workers as Hotels and Restaurants Reopen,world visited country prepares long awaited economic reopening hospitality business warn face labor shortfall,article,News,,"['Labor and Jobs', 'Hiring and Promotion', 'Shortages', 'Hotels and Travel Lodgings', 'Restaurants', 'Coronavirus Reopenings', 'Politics and Government']",business
