date,category_id,category,headline,articles,url
2020-01-03,4,business,"Hong Kong Considers the Future: ‘If You Can Afford It, Leave’",as violence escalates and the chinese government exerts greater control over the financial hub residents wrestle with their options,https://www.nytimes.com/2020/01/03/business/hong-kong-protests-future.html
2020-01-03,5,sports,The Sages of College Basketball: Older Coaches Helping Glory Day Hires,juwan howard patrick ewing and aaron mckie were big players in college and the nba now as coaches they have help from assistants who were hired for their coaching experience,https://www.nytimes.com/2020/01/03/sports/ncaabasketball/college-basketball-assistant-coaches.html
2020-01-03,0,opinion,"How to Be Healthy, in Just 48 Words",forget fad diets and fitness gimmicks just stick to the basics,https://www.nytimes.com/2020/01/03/opinion/simple-health-advice.html
2020-01-03,2,politics,Pete Buttigieg and the One Percent,are the wealthy a liability in 2020 or will they help get him elected,https://www.nytimes.com/2020/01/03/us/politics/pete-buttigieg-celebrity-donors.html
2020-01-03,0,opinion,Unrequited Love Song for the Panopticon,you listened when i asked for advice when i hummed in the shower you were always listening,https://www.nytimes.com/interactive/2020/01/03/opinion/franny-choi-privacy-poem.html
2020-01-03,0,opinion,An Empty Street in Daylight,i stare at my parents as they stare out the windows in disbelief what happened where is everyone,https://www.nytimes.com/interactive/2020/01/03/opinion/ilya-kaminsky-privacy-poem.html
2020-01-03,0,opinion,A Charm Against All That,oz is a place where everythings watched but nothings canceled,https://www.nytimes.com/interactive/2020/01/03/opinion/jessica-baran-privacy-poem.html
2020-01-03,0,opinion,Tell Me Everything,this wasnt 1984 aunt nettie wasnt big brother indeed some called her big mother,https://www.nytimes.com/interactive/2020/01/03/opinion/gish-jen-privacy-surveillance.html
2020-01-03,0,opinion,I Needed the Discounts,i never intended to sign up i was as skeptical as anyone about the ötzi tracking suit but i needed the discounts,https://www.nytimes.com/interactive/2020/01/03/opinion/connor-willumsen-privacy-comic.html
2020-01-03,1,world,The Killing of Gen. Qassim Suleimani: What We Know Since the U.S. Airstrike,irans supreme leader ayatollah ali khamenei promised retaliation the us moved to send more troops to the middle east and a deluge of threats on social media,https://www.nytimes.com/2020/01/03/world/middleeast/iranian-general-qassem-soleimani-killed.html
2020-01-03,2,politics,Klobuchar and Booker Raise More Money but Trail Far Behind 2020 Leaders,senator amy klobuchars campaign announced raising 114 million in the fourth quarter of 2019 and senator cory booker said he brought in 66 million,https://www.nytimes.com/2020/01/03/us/politics/amy-klobuchar-fundraising.html
2020-01-03,4,business,U.S. Strike Against Iran Rattles Markets,markets were shaken by the death of a major iranian general at the orders of president trump a killing that escalated tensions between washington and tehran,https://www.nytimes.com/2020/01/03/business/dealbook/investors-trump-iran.html
2020-01-03,1,world,The Australia Wildfires in Pictures,images of destruction escape and the struggle to contain dozens of blazes as the country faces one of the worst wildfire seasons in its history,https://www.nytimes.com/2020/01/10/world/australia/australia-wildfires-photos.html
2020-01-03,3,arts,"Yes, We Need (Yet) Another Rachmaninoff Recording",new accounts of standard works even those covered by dozens of classic recordings can still enliven classical music,https://www.nytimes.com/2020/01/03/arts/music/daniil-trifonov-rachmaninof.html
2020-01-03,1,world,‘Nowhere Else to Go’: Some Defy Warnings to Flee Australian Fires,the authorities warned of potentially worse conditions this weekend but some residents wanted to protect their homes while others worried about more danger if they fled,https://www.nytimes.com/2020/01/03/world/australia/australia-fires.html
2020-01-03,1,world,"For Trump, a Risky Decision on Suleimani Is One Other Presidents Had Avoided",in ordering the drone strike that killed irans top security commander mr trump challenged predictions it could lead to a wider war in the middle east,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-iran-iraq-strike.html
2020-01-03,0,opinion,Who Ordered Impeachment Light?,the trouble with a long standoff,https://www.nytimes.com/2020/01/03/opinion/trump-impeachment-pelosi.html
2020-01-03,4,business,Tesla Reports Record Output as Elon Musk Achieves Goal,the electriccar maker ended a volatile year with a 50 percent jump in deliveries sending its shares to a new high,https://www.nytimes.com/2020/01/03/business/tesla-sales.html
2020-01-03,2,politics,"Lagging Rivals, Elizabeth Warren Raised $21.2 Million in 4th Quarter",ms warrens fundraising haul for the last three months of the year represented a slight dip though she ended the quarter on a high note,https://www.nytimes.com/2020/01/03/us/politics/elizabeth-warren-fundraising.html
2020-01-03,4,business,The Week in Tech: Our Hidden Gems of 2019,the best stories that you might have missed,https://www.nytimes.com/2020/01/03/business/tech-hidden-gems-2019.html
2020-01-03,5,sports,N.F.L. Playoff Predictions: Our Picks for the Wild-Card Round,in the first round all but one home team is favored could redhot tennessee pull off an upset at new england,https://www.nytimes.com/2020/01/03/sports/football/nfl-playoffs-wild-card-picks.html
2020-01-03,5,sports,The N.F.L. Wears Patriotism on Its Sleeve. And Its Head. And Its Feet.,displays of the flag have become essential to the league but a push for patriotism has not come without controversy,https://www.nytimes.com/2020/01/03/sports/football/nfl-patriotism.html
2020-01-03,1,world,Australia Braces for Worsening Fires,as fires rage in australia this upcoming weekend is likely to be the most dangerous yet the toll so far includes 18 deaths more than 1000 homes destroyed and thousands of animals killed,https://www.nytimes.com/video/world/100000006902197/australia-fires.html
2020-01-03,1,world,"For Trump, a Risky Gamble to Deter Iran",the goal was to prove american resolve in the face of iranian attacks now american officials have no doubt the iranians will respond  but they dont know how quickly or how furiously,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-suleimani.html
2020-01-03,3,arts,‘The New Pope’ Looks a Lot Like John Malkovich,the actor fashion designer and vintner talked about his role in the sequel season to the young pope  a role that was inspired by malkovich himself,https://www.nytimes.com/2020/01/03/arts/television/the-new-pope-john-malkovich.html
2020-01-03,3,arts,How a Forgotten Opera Made a Big Comeback,korngolds die tote stadt was a hit in 1920 then it all but disappeared only to regain its popularity in the 21st century,https://www.nytimes.com/2020/01/03/arts/music/die-tote-stadt-munich.html
2020-01-03,3,arts,"In Appalachia, Crafting a Road to Recovery With Dulcimer Strings",in kentucky where music is the lifeblood an apprentice program run by luthiers provides meaningful jobs and helps remove the stigma of opioid addiction,https://www.nytimes.com/2020/01/03/arts/design/kentucky-opioid-recovery-luthiery.html
2020-01-03,0,opinion,Qassim Suleimani’s Killing Will Unleash Chaos,revenge is not a strategy,https://www.nytimes.com/2020/01/03/opinion/qassim-suleimani-death.html
2020-01-03,1,world,"Suleimani’s Gone, and the Iran Nuclear Deal May Be Next",europe fears that its faltering efforts to preserve the 2015 pact have been dealt a fatal blow with the united states killing of a top iranian commander,https://www.nytimes.com/2020/01/03/world/europe/soleimani-iran-nuclear.html
2020-01-03,3,arts,Helping the Dead Ascend,jeroboam bozeman of alvin ailey american dance theater dances part of jamar robertss ode about the effects of gun violence,https://www.nytimes.com/2020/01/03/arts/dance/ode-jeroboam-bozeman-alvin-ailey.html
2020-01-03,2,politics,Airstrike Pushes National Security to Forefront of 2020 Race,foreign affairs have played a strictly limited role so far in the democratic primary but the killing of maj gen qassim suleimani could reshape the contest,https://www.nytimes.com/2020/01/03/us/politics/democratic-candidates-qassem-soleimani.html
2020-01-03,1,world,U.S. and Iran Exchange More Threats as Democrats Question Timing of Strike,oil prices surged and the stock market fell after president trump ordered the killing of maj gen qassim suleimani in baghdad,https://www.nytimes.com/2020/01/03/world/middleeast/trump-iran-iraq.html
2020-01-03,1,world,Video Shows Aftermath of U.S. Strike That Killed Top Iran Commander,president trump authorized the attack early friday at baghdad international airport that killed irans top security and intelligence commander maj gen qassim suleimani,https://www.nytimes.com/video/world/middleeast/100000006902165/baghdad-airport-strike-reaction-soleimani.html
2020-01-03,3,arts,"Syd Mead, 86, Maker of Future Worlds in ‘Blade Runner’ and More, Dies",in a wideranging career he designed cars restaurants and most notably the otherworldly look of sciencefiction movies,https://www.nytimes.com/2020/01/03/arts/design/syd-mead-dead.html
2020-01-03,3,arts,Method to the Madness: Peter Mattei on Becoming Wozzeck,the suave baritone was cast against type in bergs harrowing work at the metropolitan opera but he is winning raves,https://www.nytimes.com/2020/01/03/arts/music/peter-mattei-wozzeck.html
2020-01-03,3,arts,"Vaughan Oliver, 62, Dies; His Designs Gave Indie Rock ‘Physical Dimension’",mr olivers album covers for the 4ad label were a fitting complement to music by influential alternative bands like pixies and the breeders,https://www.nytimes.com/2020/01/03/arts/vaughan-oliver-dead.html
2020-01-03,1,world,"Israel Lauds Suleimani Assassination, Though With Caution",israeli intelligence had long tracked the iranian commander whose shadow loomed ever larger and closer,https://www.nytimes.com/2020/01/03/world/middleeast/israel-soleimani.html
2020-01-03,1,world,What to Know About the Death of Iranian General Suleimani,the killing of the powerful general in baghdad could have drastic consequences around the world,https://www.nytimes.com/2020/01/03/world/middleeast/suleimani-dead.html
2020-01-03,1,world,"‘Ethical Veganism’ Is a Philosophical Belief, British Court Rules",a judge said that ethical vegans were entitled to similar protection in the workplace as those holding religious beliefs,https://www.nytimes.com/2020/01/03/world/europe/discrimination-against-vegans.html
2020-01-03,4,business,Johnson & Johnson Sued Over Baby Powder by New Mexico,the lawsuit claims the company targeted minority women and children despite being aware of the risk of asbestos in talc,https://www.nytimes.com/2020/01/03/business/johnson-johnson-baby-powder-new-mexico-suit.html
