date,url,headline,articles,doc_type,material_type,section,keywords,label
2020-01-01,https://www.nytimes.com/2020/01/01/us/drones-FAA-colorado-nebraska.html,‘It’s Creepy’: Unexplained Drones Are Swarming by Night Over Colorado,Sheriffs in western Nebraska and eastern Colorado say they don’t know who’s flying the drones — or why. The F.A.A. is investigating.,article,News,,['Drones (Pilotless Planes)'],us
2020-01-01,https://www.nytimes.com/2020/01/01/us/politics/pompeo-cancels-ukraine-trip.html,Pompeo Cancels Ukraine Trip Amid Protests at Embassy in Iraq,A meeting with President Volodymyr Zelensky of Ukraine would have been the first for a top Trump official since the impeachment inquiry began.,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates']",politics
2020-01-01,https://www.nytimes.com/2020/01/01/us/new-year-shootings.html,"In a Deadly Start to 2020, Gunfire Erupts Across America","It was a typical start to the new year in a country accustomed to gun violence, despite an overall drop in violent crime nationwide.",article,News,,"['Murders, Attempted Murders and Homicides', 'New Year']",us
2020-01-01,https://www.nytimes.com/2020/01/01/smarter-living/5-cheap-ish-things-for-your-home-gym.html,5 Cheap(ish) Things for Your Home Gym,Transform a corner of your home into a spot where fitness goals can take shape and be realized.,article,News,,[],smarter-living
2020-01-02,https://www.nytimes.com/2020/01/01/opinion/trump-2020.html,Already Had Plenty of Trump 2020?,"He’s a bad show, but it’s not low-flow.",article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government']",opinion
2020-01-02,https://www.nytimes.com/2020/01/01/opinion/china-swine-fever.html,Why Did One-Quarter of the World’s Pigs Die in a Year?,"Swine fever devastated China’s stock because with unsound governance, even sound regulations have perverse effects.",article,Op-Ed,,"['Pigs', 'Agriculture and Farming', 'Pork', 'Livestock Diseases', 'Slaughterhouses', 'Politics and Government', 'AFRICAN SWINE FEVER', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics']",opinion
2020-01-02,https://www.nytimes.com/2020/01/01/us/scandies-rose-fishing-boat-alaska.html,Coast Guard Suspends Search for 5 Missing After Fishing Boat Sinks Off Alaska,"Two of seven crew members were rescued after the Scandies Rose, a 130-foot-long crab fishing vessel, sank on Tuesday night, the Coast Guard said.",article,News,,"['Rescues', 'Maritime Accidents and Safety', 'Fishing, Commercial']",us
2020-01-02,https://www.nytimes.com/2020/01/01/sports/basketball/david-stern-commissioner-timeline.html,"N.B.A. Superstars, Growth and Lockouts: The David Stern Years","The longtime commissioner received acclaim for building the league into a vital global business, but he also was at the center of contentious disputes.",article,News,,['Basketball'],sports
2020-01-02,https://www.nytimes.com/2020/01/01/sports/ncaafootball/rose-bowl-oregon.html,"In Rose Bowl Victory Over Wisconsin, Oregon Shows Rebuild Needs Work",The Ducks managed to win with only 204 yards in total offense — the fewest by a team in the Rose Bowl since 1979.,article,News,,"['Football (College)', 'Rose Bowl (Football Game)', 'Bowl Games']",sports
2020-01-02,https://www.nytimes.com/2020/01/01/crosswords/daily-puzzle-2020-01-02.html,Where Darth Vader Gets His Strength,Ed Sessa turns the lights out on us.,article,News,,['Crossword Puzzles'],crosswords
2020-01-02,https://www.nytimes.com/2020/01/01/obituaries/don-larsen-dead.html,"Don Larsen, Yankee Who Pitched Only Perfect Game in World Series History, Dies at 90","He retired after 14 seasons with a losing record for his career, but for one day in 1956 he was the picture of perfection.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Baseball', 'World Series']",obituaries
2020-01-02,https://www.nytimes.com/2020/01/01/pageoneplus/corrections-jan-02-2020.html,"No Corrections: Jan. 2, 2020","No corrections appeared in print on Thursday, Jan. 2, 2020.",article,News,,[],us
2020-01-02,https://www.nytimes.com/2020/01/01/world/asia/india-cold-pollution.html,"India Cold Wave Breaks Records, Shuts Schools and Makes Bad Air Worse","Across the north, including New Delhi, plunging temperatures have caused a run on shelters in a region more used to extreme heat.",article,News,,"['Weather', 'Traffic Accidents and Safety', 'Temperature', 'Homeless Persons']",world
2020-01-02,https://www.nytimes.com/2020/01/01/todayspaper/quotation-of-the-day-pika-who-how-canadas-military-reacted-to-a-pokemon-go-invasion.html,Quotation of the Day: Pika-Who? How Canada’s Military Reacted to a Pokémon Go Invasion,"Quotation of the Day for Thursday, January 2, 2020.",article,Quote,,[],todayspaper
2020-01-02,https://www.nytimes.com/2020/01/02/world/europe/austria-kurz-greens-coalition-government.html,Head-Scarf Ban and Carbon Taxes: Austria Gets an Unlikely Government,"After months of talks, Sebastian Kurz’s conservatives and progressive Greens agreed on a coalition that could be a harbinger for the rest of Europe.",article,News,,"['Elections', 'Legislatures and Parliaments', 'Politics and Government']",world
2020-01-02,https://www.nytimes.com/2020/01/02/briefing/austria-australia-fires-2020.html,Your Thursday Briefing,"Austria, Australia fires, 2020: Here’s what you need to know.",article,briefing,,[],briefing
2020-01-02,https://www.nytimes.com/2020/01/02/arts/television/whats-on-tv-thursday-surviving-r-kelly-part-ii.html,What’s on TV Thursday: ‘Breakthrough’ and ‘Surviving R. Kelly Part II’,A drama based on a miraculous Missouri incident airs on HBO. And Lifetime airs a follow-up to its much-viewed R. Kelly documentary series.,article,News,,"['Television', 'Movies']",arts
2020-01-02,https://www.nytimes.com/2020/01/02/learning/word-quiz-subsume.html,Word + Quiz: subsume,This word has appeared in 19 articles on NYTimes.com in the past year.,article,News,,[],learning
2020-01-02,https://www.nytimes.com/2020/01/02/world/asia/taiwan-military-chief-helicopter-crash.html,Taiwan’s Top Military Official and 7 Others Die in Helicopter Crash,The helicopter was carrying military personnel to an event in northeastern Taiwan when it went down on a wooded mountainside.,article,News,,"['Defense and Military Forces', 'Helicopters', 'Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']",world
2020-01-02,https://www.nytimes.com/2020/01/02/learning/new-year-new-you.html,"New Year, New You?",What are your resolutions for 2020?,article,News,,[],learning
2020-01-02,https://www.nytimes.com/2020/01/02/arts/television/surviving-r-kelly-2.html,‘Surviving R. Kelly’ Night One Recap: Threats and New Abuse Details,"A new Lifetime series examines the criminal charges against the singer, and how accusing him changed the lives of the women who came forward.",article,News,,"['Television', 'Documentary Films and Programs', 'Sex Crimes', 'Child Abuse and Neglect', '#MeToo Movement', 'RHYTHM AND BLUES (MUSIC)']",arts
2020-01-02,https://www.nytimes.com/2020/01/02/sports/basketball/david-stern-nba.html,How David Stern Navigated Race in the N.B.A.,"Stern was known as a fierce negotiator who was considerate of the racial implications of overseeing a mostly black league, though he also faced criticism for some of his decisions.",article,News,,"['Basketball', 'Black People', 'Blacks', 'Race and Ethnicity', 'Labor and Jobs']",sports
2020-01-02,https://www.nytimes.com/2020/01/02/world/asia/indonesia-jakarta-rain-floods.html,Flash Floods in Indonesia Leave Hundreds of Thousands Homeless,"At least 43 people have been killed in the most intense rains to strike Jakarta, the country’s capital, since record keeping began.",article,News,,"['Floods', 'New Year', 'Rain']",world
2020-01-02,https://www.nytimes.com/2020/01/02/learning/lesson-of-the-day-the-machines-are-learning-and-so-are-the-students.html,"Lesson of the Day: ‘The Machines Are Learning, and So Are the Students’","In this lesson, students will learn about how A.I. is changing education and imagine how the machine learning revolution will shape the schools of the future.",article,News,,[],learning
2020-01-02,https://www.nytimes.com/interactive/2020/01/02/realestate/02hunt-ganguly.html,"For Their First New York Purchase, a Couple Cast a Wide Net. Which of These Homes Would You Choose? ","Bushra and Surya Sayed-Ganguly wanted two bedrooms, two bathrooms and a reasonable commute to Midtown. Here’s where they wound up.",multimedia,Interactive Feature,,"['Real Estate and Housing (Residential)', 'Condominiums']",realestate
2020-01-02,https://www.nytimes.com/2020/01/02/learning/what-are-your-predictions-for-the-new-year-and-the-new-decade.html,What Are Your Predictions for the New Year and the New Decade?,"What do you think will change in our world in terms of culture, politics and technology in the next 10 years?",article,News,,[],learning
2020-01-02,https://www.nytimes.com/2020/01/02/style/thanks-for-the-piece-of-plastic.html,Thanks for the Piece of Plastic?,"My friends gave me a gift card. When I tried to use it, the balance was zero.",article,News,,"['Customs, Etiquette and Manners']",style
2020-01-02,https://www.nytimes.com/2020/01/02/books/review/robert-hass-by-the-book-interview.html,How Ursula K. Le Guin Fooled the Poet Robert Hass,"“I thought that I had discovered that I loved science fiction,” says Hass, whose new collection is “Summer Snow.” Then he “read a lot of it and discovered that I just loved Ursula Le Guin.”",article,News,,"['Books and Literature', 'Writing and Writers', 'Poetry and Poets']",books
2020-01-02,https://www.nytimes.com/2020/01/02/books/review/inside-the-list-the-making-of-a-bestseller.html,Writing a Book Is a Solitary Endeavor. Publishing One Is a Group Effort.,We checked in with industry veterans to find out what it’s like to be on a team that creates a best seller — and to hear their most memorable experiences sharing the news.,article,List,,['Books and Literature'],books
2020-01-02,https://www.nytimes.com/2020/01/02/style/self-care/keto-diet-explained-benefits.html,What Is the Keto Diet and Does It Work?,"Yes. But we don’t know how effective, or for how long.",article,News,,"['Obesity', 'Diet and Nutrition', 'Weight', 'Epilepsy', 'Carbohydrates']",style
2020-01-02,https://www.nytimes.com/2020/01/02/travel/sarasota-art-museum-ringling.html,New Art Museum Adds to Sarasota’s Cultural Heritage,"Residents, staff and donors hope the Sarasota Art Museum of Ringling College will provide a cross section of contemporary art as layered as Sarasota itself.",article,News,,"['Art', 'Museums']",travel
2020-01-02,https://www.nytimes.com/2020/01/02/reader-center/dispatches-international-news-features-journals.html,A Different Way to Show Readers the World,"In Dispatches, our international correspondents tell highly visual stories that say more about the places they cover than the day’s news.",article,News,,['News and News Media'],reader-center
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/depression-america-trump.html,Why Is America So Depressed?,"It’s no coincidence that our politics and our mental health have declined so rapidly, at the same time.",article,Op-Ed,,"['Mental Health and Disorders', 'Anxiety and Stress', 'Depression (Mental)', 'United States Politics and Government']",opinion
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/hypersonic-missiles.html,Hypersonic Missiles Are a Game Changer,No existing defenses can stop such weapons — which is why everyone wants them.,article,Op-Ed,,"['Missiles and Missile Defense Systems', 'Defense and Military Forces', 'Arms Trade', 'Nuclear Weapons', 'Treaties', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States Defense and Military Forces', 'United States International Relations']",opinion
2020-01-02,https://www.nytimes.com/2020/01/02/us/harvard-latinos-diversity-debate.html,"Denying a Professor Tenure, Harvard Sparks a Debate Over Ethnic Studies","Some students of color say that even as the university defends its use of race in admissions, it devalues their experiences and fails to retain professors who support them.",article,News,,"['Colleges and Universities', 'Tenure', 'Hispanic-Americans', 'Demonstrations, Protests and Riots', 'ADMISSIONS STANDARDS', 'AFFIRMATIVE ACTION', 'Race and Ethnicity', 'Hiring and Promotion', 'Minorities']",us
2020-01-02,https://www.nytimes.com/2020/01/02/opinion/guantanamo-detention-supreme-court.html,An Old Battle Resumes at the Supreme Court,The Trump administration seeks to undermine a key protection against unlawful detention.,article,Op-Ed,,"['Military Commissions Act', 'Military Tribunals', 'Habeas Corpus', 'Illegal Immigration', 'Asylum, Right of', 'Constitution (US)', 'Deportation']",opinion
